country,city,name,year,week,latitude,longitude,counts_week,nodes,edges,k_avg,intersection_count,streets_per_node_avg,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,circuity_avg,self_loop_proportion,bike_points,bus_stops,restaurants,shop_list,cycle_length,dist_to_greenspace,dist_to_bike,build_area,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,pop_mean,pop_std,landuse_entropy,3_way_int_count,4_way_int_count
Netherlands,Leiden,T03 Haarlemmerweg,2021,38,52.172871,4.48989,19079,605,1577,5.21322314,522,2.905785124,53615.568,33.99845783,29367.534,34.91977883,841,1.061783783,0.002378121,0,2,0,0,2576.216425,80,0,49120.47082,0.470729253,0.190176333,1.503424658,1.434645409,291.9565795,0.98019451,38.58409288,3.674608571,0.875824226,4,0
Netherlands,Leiden,T06 Rijnsburgerweg (NO),2021,38,52.174278,4.47211,24502,440,1125,5.113636364,388,3.002272727,47444.812,42.17316622,26614.276,42.31204452,629,1.068366324,0,0,4,0,0,1923.716189,84,0,99921.59,0.516244524,0.19473345,2.537671233,2.391899584,291.7400953,0.696028912,21.916875,5.49931956,0.978750183,13,5
Netherlands,Leiden,T22 Hoge Rijndijk,2021,38,52.146713,4.522972,29204,753,1951,5.181938911,645,2.885790173,67232.948,34.46076269,35532.435,34.36405706,1034,1.042550092,0.001934236,0,2,0,0,1690.777653,59,0,175405.815,0.420879326,0.174936739,1.071186441,1.716821151,292.0801515,0.417653789,19.39469692,11.90961693,0.81145632,10,6
Netherlands,Leiden,T23 Leiderdorpsebrug,2021,38,52.152245,4.520962,30677,867,2261,5.215686275,720,2.844290657,76029.596,33.62653516,40133.36,33.55632107,1196,1.043684592,0.001672241,0,2,3,0,1957.189502,77,97,92258.44382,0.409247556,0.183457415,1.691780822,1.362738321,292.246507,0.471371808,32.0975211,5.357526749,0.854818744,18,6
Netherlands,Leiden,T16 Hoflandbrug Zuidzijde,2021,38,52.146439,4.46713,36636,807,2158,5.348203222,749,3.029739777,75823.147,35.13584198,41836.698,35.6968413,1172,1.039891487,0.001706485,0,2,0,0,3355.758433,3,156,65749.88216,0.460205357,0.199570778,0.633898305,1.774070315,292.0198645,0.809547092,27.73757813,6.877578917,0.813976271,8,0
Netherlands,Leiden,T11 Ommedijkseweg,2021,38,52.15913,4.4486,36813,688,1924,5.593023256,621,3.005813953,58612.114,30.46367672,31051.291,31.14472518,997,1.071841598,0.002006018,0,2,0,0,2187.559468,0,69,55612.4371,0.437224738,0.228231982,0.928327645,1.643577718,291.2356325,0.585413965,23.17615198,6.198087722,0.75836249,11,2
Netherlands,Leiden,T27 Zijlbrug Zuid,2021,38,52.169369,4.514268,38584,706,1863,5.277620397,619,2.92776204,68297.116,36.65975094,37033.693,37.48349494,988,1.054014406,0.003036437,0,0,1,0,1281.6654,110,3,73501.22643,0.443880889,0.208765783,2.365187713,2.341147668,291.9843215,1.21073793,35.26042293,6.210241216,0.84432053,5,0
Netherlands,Leiden,T19 Lammebrug NO,2021,38,52.141186,4.486855,39526,330,795,4.818181818,276,2.839393939,40094.394,50.4332,22002.9,49.89319728,441,1.071234373,0.002267574,0,1,1,0,2639.557632,80,75,80031.35522,0.421707084,0.211134457,2.270547945,3.138158168,291.7563359,1.43419922,25.68927471,6.611964152,0.848769317,13,10
Netherlands,Leiden,T09 Wassenaarseweg,2021,38,52.17033,4.45706,55810,264,676,5.121212121,222,2.912878788,36090.093,53.38771154,19260.457,53.20568232,362,1.095816436,0.005524862,2,3,0,0,1724.453802,0,100,86364.62005,0.474720365,0.178873714,1.604810997,1.61346702,291.4742616,0.540994339,17.18503034,4.558607729,0.865183284,3,0
Netherlands,Leiden,T25 Spanjaardsbrug Zuidzijde,2021,38,52.161304,4.514149,70752,722,1927,5.337950139,639,2.940443213,62484.96,32.4260301,34095.93,33.13501458,1029,1.039587737,0,0,2,1,0,2724.023358,164,1,115666.6323,0.26105434,0.181132825,0.839590444,1.119880465,292.6400953,1.294879653,36.41220703,5.026941894,0.684850868,7,1
UK,London,Adelaide Road West,2022,38,51.54285861,-0.168000345,865,481,1287,5.351351351,410,2.937629938,51972.766,40.38287956,26828.347,39.45345147,680,1.070201275,0.006993007,4,4,0,1,25.53428836,0,0,110273.9592,0.407377099,0.177463366,56.12956811,3.196731535,292.1405727,0.432785644,99.70286277,41.22984832,0.799416186,16,1
UK,London,Queens Crescent South,2022,38,51.54940935,-0.152604041,2092,594,1509,5.080808081,480,2.723905724,52025.931,34.47709145,26874.018,34.10408376,788,1.075839164,0.003976143,19,3,3,2,559.1844066,394,132,150576.5116,0.323801856,0.172896852,41.93537415,3.784937975,293.2789647,0.530674586,125.0921892,55.89205654,0.921646533,14,1
UK,London,Adelaide Road East,2022,38,51.54386334,-0.156391736,2277,547,1370,5.009140768,446,2.742230347,49724.884,36.29553577,25834.396,35.98105292,718,1.06945688,0.004379562,11,6,6,1,447.3251414,0,333,114989.6125,0.360086681,0.17647419,39.90816327,3.996818636,292.296875,0.614686414,77.35443793,52.8954474,0.795152408,13,2
UK,London,Queens Crescent Middle,2022,38,51.54982149,-0.151706693,2825,566,1454,5.137809187,468,2.770318021,49508.68,34.04998624,25629.504,33.59043775,763,1.076035833,0.004126547,23,3,2,2,497.0233357,306,259,149263.8179,0.332679737,0.1794073,41.16161616,3.065086563,293.396928,0.548506897,121.7578219,43.20426615,0.743197511,11,1
UK,London,Grafton Way,2022,38,51.524137,-0.136125,2869,951,2257,4.746582545,788,2.850683491,66334.572,29.39059459,39912.071,30.30529309,1317,1.048762348,0,41,7,33,6,1661.922125,75,236,279587.0198,0.112799383,0.111951262,35.11705686,2.977565508,292.5820313,0.852521333,49.36186692,24.13017216,0.724052878,18,7
UK,London,Queens Crescent North,2022,38,51.55019954,-0.151076034,2984,569,1461,5.135325132,469,2.750439367,51557.686,35.2893128,26690.465,34.93516361,764,1.089023177,0.005475702,23,3,2,2,386.367209,0,0,153026.3766,0.339905584,0.183047167,41.13898305,2.567925823,293.462091,0.61870303,129.7400774,54.08015299,0.758179421,3,1
UK,London,Stratford villas,2022,38,51.542912,-0.134053,3272,550,1288,4.683636364,460,2.823636364,44974.14,34.91781056,25049.757,33.26660956,753,1.061267865,0.004658385,11,8,2,2,660.7412555,1,326,102949.492,0.375416362,0.180220518,34.41355932,2.684257788,292.9343802,0.484193334,106.0444155,53.33400658,0.739370051,10,2
UK,London,Pratt Steet,2022,38,51.537991,-0.13887,4058,658,1482,4.504559271,556,2.848024316,45255.192,30.5365668,28122.478,31.00603969,907,1.060484503,0.003373819,29,10,21,6,681.1852855,430,261,194764.4746,0.241411051,0.181414747,29.01337793,2.051140875,294.0715667,0.689534047,92.57338867,62.49378353,0.570959998,16,6
UK,London,Haverstock Hill - South,2022,38,51.545278,-0.155166,4081,569,1428,5.019332162,468,2.731107206,50841.953,35.60360854,26343.82,35.26615797,747,1.075102083,0.00280112,8,9,4,1,1065.887401,0,0,147526.9082,0.368499504,0.176365388,40.94630872,4.492029085,292.5600881,0.635061019,103.7339648,60.55111339,0.787067616,16,2
UK,London,Haverstock Hill - North,2022,38,51.550351,-0.164795,4610,441,1041,4.721088435,332,2.587301587,40764.481,39.1589635,21240.249,38.61863455,550,1.085133484,0.00192123,12,6,9,2,822.1291263,0,0,193753.048,0.367808822,0.18377888,71.08135593,3.606043636,292.9371342,0.466467251,99.75586779,53.82094119,0.775444783,15,1
UK,London,Camden Park Road,2022,38,51.54645327,-0.128095921,5262,474,1121,4.729957806,390,2.755274262,42199.582,37.64458698,23342.448,37.22878469,627,1.051126991,0,13,4,1,3,1078.995863,326,326,89340.47385,0.36156455,0.180775059,49.28571429,2.924212784,293.3040784,0.464958155,98.14746094,34.83022746,0.621155717,22,4
UK,London,Torriano Avenue,2022,38,51.54815234,-0.130962947,5430,465,1052,4.524731183,364,2.643010753,40836.028,38.81751711,22478.421,38.29373254,587,1.045851746,0,7,8,10,6,201.4139352,0,399,103027.6563,0.337865013,0.164288249,47.83838384,3.790046518,293.5968117,0.293359055,96.96275391,29.89104851,0.711386511,12,6
UK,London,Torriano Avenue New,2022,38,51.54810715,-0.131049216,5430,462,1045,4.523809524,362,2.645021645,40821.607,39.06373876,22429.808,38.47308405,583,1.04664379,0,7,7,10,5,194.4691699,1,254,102798.654,0.338269961,0.164255205,47.66329966,3.828094781,293.5950084,0.298870724,93.53791413,31.29404159,0.715560681,10,6
UK,London,Prince of Wales Road,2022,38,51.54593,-0.152535,6277,637,1594,5.004709576,524,2.733124019,53390.247,33.49450878,27803.836,33.06044709,841,1.067835266,0.001254705,10,9,4,3,2052.357741,0,342,145993.3547,0.316468153,0.160007846,36.63299663,3.288074889,293.2342958,0.460874325,122.8179744,71.01941375,0.635196141,15,2
UK,London,Haverstock Hill - Middle,2022,38,51.546912,-0.158725,6444,558,1393,4.992831541,452,2.731182796,48036.105,34.48392319,24808.303,34.03059396,729,1.069881137,0.006460876,11,5,7,1,104.0247607,428,0,115853.0462,0.453121708,0.191208463,54.22408027,5.155763286,291.6880297,0.472940605,85.76180326,60.13179483,0.981460303,13,1
UK,London,Royal College Street,2019,38,51.53675,-0.13424,6685,600,1421,4.736666667,515,2.885,49787.832,35.03717945,29285.181,34.98826882,837,1.053307197,0.00070373,22,4,1,1,2368.923195,373,0,177367.1293,0.255956174,0.174621705,25.61744966,2.585704934,293.6122881,0.781975625,74.97319685,66.758389,0.680181153,16,3
UK,London,Delancey Street,2022,38,51.536724,-0.142534,6733,506,1107,4.375494071,403,2.758893281,41287.671,37.29690244,24865.052,36.89176855,674,1.052673409,0,32,11,34,11,606.5224049,165,0,187437.7707,0.236250062,0.1792753,33.07407407,2.714452137,294.1326536,0.70070383,81.58346994,48.11473345,0.828683555,19,4
UK,London,St Pancras Way,2022,38,51.541805,-0.135489,7566,628,1447,4.608280255,520,2.813694268,47821.435,33.04867657,27463.042,32.15812881,854,1.059310307,0.00414651,17,6,12,2,1882.517112,393,0,116900.7866,0.349232531,0.183557622,31.76094276,2.790090048,293.1569076,0.5295047,115.0236347,49.72847706,0.726836112,17,3
UK,London,Grays Inn Road - South,2022,38,51.519125,-0.111883,7991,846,2064,4.879432624,693,2.800236407,63202.632,30.62143023,35614.358,31.18595271,1142,1.046055451,0,25,7,27,2,973.2071419,75,415,249600.2153,0.216511541,0.198010904,29.86577181,3.443031515,293.5110699,0.53357235,71.27944824,107.4861839,0.696106945,14,2
UK,London,Grays Inn Road - North,2022,38,51.522967,-0.114348,9019,632,1495,4.731012658,509,2.748417722,51684.431,34.57152575,28747.737,34.38724522,836,1.044215229,0.000668896,57,11,24,2,753.302213,422,0,216514.5394,0.186763305,0.138382934,28.25423729,3.716172718,293.7441537,0.440853068,93.53477539,59.18812783,0.590643851,17,9
UK,London,York Way - North,2022,38,51.544405,-0.12625,9966,393,939,4.778625954,323,2.763358779,36338.928,38.69960383,20063.822,38.51021497,521,1.065563678,0.002129925,8,8,4,2,676.0970498,417,226,133954.6259,0.311971364,0.200818296,43.3559322,4.131576265,294.222709,0.969961105,50.15060933,35.63530195,0.659741611,6,1
UK,London,York Way - South,2022,38,51.536428,-0.122477,10305,646,1612,4.990712074,541,2.763157895,55286.272,34.29669479,29786.682,34.59544948,861,1.044360008,0.001240695,31,4,16,2,892.4891128,348,422,204589.7188,0.218589297,0.182202839,26.05067568,2.702751266,292.3172875,0.60447408,61.5193457,76.37033088,0.630694479,13,2
UK,London,Chalk Farm Road,2022,38,51.543315,-0.151076,10742,665,1679,5.04962406,553,2.763909774,53049.367,31.5958112,27905.161,31.31892368,891,1.077219477,0.001191185,19,7,28,6,576.3050922,34,34,135637.2954,0.239947604,0.162042315,33.69387755,2.039114937,293.9093644,0.571527554,74.77740705,46.37358471,0.622611449,15,2
UK,London,Highgate Road,2022,38,51.55260978,-0.141982184,11052,498,1171,4.702811245,360,2.512048193,45911.629,39.20719812,23595.928,39.32654667,600,1.069709085,0.001707942,15,7,15,6,80.73759394,0,394,181442.1188,0.230496881,0.161445072,41.36271186,4.377209788,293.7014718,0.649205833,56.02951922,59.09508277,0.842878696,13,4
UK,London,Prince of Wales Medical Ctr,2022,38,51.546285,-0.147245,11289,812,2028,4.995073892,656,2.725369458,63418.565,31.27148176,33297.623,30.88833302,1078,1.065073391,0.000986193,15,4,5,2,742.4248077,171,171,153448.1751,0.347865703,0.177724142,32.29491525,1.96524236,293.8341163,0.562200931,101.5712167,38.39331484,0.81929703,11,0
UK,London,Royal College Street North,2019,38,51.54213,-0.1388,11748,793,1903,4.799495586,666,2.829760404,55756.722,29.29938098,31726.233,29.00021298,1094,1.060341314,0.003152916,23,9,18,3,2911.414639,7,7,153975.7116,0.313010006,0.165566695,31.02684564,2.649417585,293.6309852,0.246074411,104.7617972,59.35667719,0.709121044,19,8
UK,London,Killburn road north,2022,38,51.544449,-0.20116,12478,322,792,4.919254658,255,2.664596273,37548.727,47.41000884,19657.704,48.18064706,408,1.054431894,0.002525253,10,4,17,6,66.03857567,0,0,128202.3837,0.387350915,0.226981781,46.59731544,2.187270872,293.8880558,0.609417364,82.82897077,29.80122052,0.759635202,10,1
UK,London,Killburn road south,2022,38,51.541061,-0.196887,13988,332,803,4.837349398,264,2.689759036,37154.289,46.26935118,20421.209,47.93711033,426,1.043322703,0,24,5,17,12,637.9635023,292,0,188428.7095,0.228039523,0.137777163,42.65870307,2.859550973,294.6255807,0.317902583,119.9951957,42.80601646,0.582351597,19,3
UK,London,Gower Street,2022,38,51.52135838,-0.131520148,14623,927,2221,4.79180151,777,2.881337648,61469.005,27.6762742,37215.96,28.53984663,1304,1.051922967,0,54,1,18,1,3131.482214,236,74,255943.5352,0.225678174,0.174883475,36.16891892,2.674677332,293.0736229,0.699927391,58.97623417,42.5048002,0.727255413,13,6
UK,London,Pancras Road,2019,38,51.53469,-0.13074,17242,763,1966,5.153342071,670,2.910878113,63319.931,32.20749288,35157.825,32.52342738,1081,1.048642209,0.000508647,5,2,1,0,2270.806044,268,299,214837.6264,0.35971265,0.21277385,24.17785235,2.618707751,292.7870763,0.756243251,39.46910645,49.81477258,0.734057719,23,1
UK,London,Royal College Street,2022,38,51.540333,-0.137026,17394,652,1469,4.506134969,544,2.814417178,49507.403,33.70143159,29408.241,33.1921456,886,1.066105576,0.004765146,17,5,12,2,2572.238736,0,292,148037.2596,0.287370386,0.173264671,28.57823129,2.264560356,293.538125,0.388852317,96.01290458,51.17722177,0.708298974,17,6
UK,London,Pancras Road,2022,38,51.534718,-0.13054,20153,763,1965,5.150720839,667,2.905635649,63269.202,32.19806718,35024.994,32.46060612,1079,1.04892395,0.000508906,5,2,2,0,2361.6343,366,397,214448.098,0.361944208,0.21683282,24.13559322,2.630058497,292.7532246,0.761889342,38.22144531,50.30925455,0.739690692,22,1
UK,London,Tottenham Court Road,2022,38,51.523274,-0.136753,21383,928,2169,4.674568966,779,2.877155172,63369.175,29.21584832,39461.862,30.40205085,1298,1.045173684,0,37,5,29,5,1727.180662,298,1,268159.5852,0.119229672,0.120730108,36.36054422,2.331230087,292.9263355,0.454354478,62.20062256,26.52445481,0.665499736,15,9
UK,London,Kentish Town Road,2022,38,51.54456586,-0.141383033,27728,815,2001,4.910429448,678,2.792638037,59341.686,29.65601499,32301.926,29.12707484,1109,1.055732067,0.002998501,24,4,23,4,1119.336435,452,256,154634.3816,0.332536221,0.181912771,32.85762712,2.031965183,293.8165784,0.487090449,118.0584961,72.70303224,0.772662691,14,7
UK,London,Gordon Square,2022,38,51.52401,-0.12952,28159,1031,2548,4.942774006,863,2.885548012,71559.604,28.08461695,40934.506,28.32837785,1445,1.06829671,0.000784929,49,5,14,2,1091.115327,256,74,236292.8197,0.325377345,0.217031641,35.30769231,3.02922902,292.4058305,0.630653411,56.30765336,35.51403075,0.778018038,9,4
UK,London,Tavistock Place,2022,38,51.525291,-0.12643,28354,871,2192,5.033295063,738,2.920780712,67824.557,30.94185995,37970.039,30.59632474,1241,1.07608387,0.000912409,36,5,42,9,1104.665931,0,141,234895.8713,0.232790073,0.185966676,33.63050847,3.924164782,292.8610491,0.642091042,126.4812012,79.13757844,0.868749963,13,7
Netherlands,Maastricht,N590 van Schansweg naar Peutgensweg (1 Ri.),2022,38,50.8555374,5.7442942,3661,25,54,4.32,22,3,5033.053,93.20468519,2922.255,100.7674138,29,1.000635311,0,0,0,0,0,1646.149613,53,74,410.3484275,0.492330816,0.134794299,57.87333333,2.446212492,295.4844262,0.951671117,2.999206543,0.4474668,0.679674417,0,0
Netherlands,Maastricht,N278 van Weg van Heer naar Bemelen naar Pater Kustersweg (1 Ri.),2022,38,50.8420677,5.743597,4083,81,192,4.740740741,72,2.950617284,12858.952,66.97370833,7199.793,66.66475,108,1.036807131,0.010416667,0,0,0,0,1529.758635,54,54,6602.674947,0.615196749,0.14529079,61.88333333,2.490593414,295.3356539,0.318285243,5.414969482,1.037233703,0.868790465,8,0
Netherlands,Maastricht,Bosscherweg van Boschpoort naar Smeermaas (1 Ri.),2022,38,50.8737068,5.681303,4969,35,82,4.685714286,31,2.971428571,7754.952,94.57258537,4778.45,106.1877778,45,1.074128535,0,0,0,0,0,1485.742492,45,46,1691.896194,0.599396179,0.248289208,45.34539474,4.802936859,294.7363346,0.83890884,6.833365479,1.725955337,0.821693247,0,0
Netherlands,Maastricht,Hoge Weerd van Balsemienbeemd naar Schorsmolen (2 Ri.),2022,38,50.8181572,5.705996,10223,162,420,5.185185185,143,2.969135802,29133.143,69.36462619,15292.194,68.26872321,224,1.092376861,0.007142857,0,0,0,0,1161.589745,73,50,14027.64304,0.427373883,0.351718111,47.18421053,1.484219858,294.2964583,2.235342308,7.652897921,1.83733557,0.861829726,0,0
Netherlands,Maastricht,Fietstunnel Scharnerweg onder het spoor van Maastricht-West naar Maastricht-Oost (1 Ri.),2022,38,50.847435,5.7054629,13921,514,1257,4.891050584,483,3.171206226,49001.438,38.98284646,30935.39,39.55932225,782,1.029229709,0.00159109,1,1,1,0,3029.918473,77,69,167164.4412,0.249145372,0.139132237,50.93311037,1.578134676,300.5565892,0.612071738,26.01845703,0.519747616,0.751478091,24,7
Netherlands,Maastricht,Noorderbrug van Maastricht-Oost naar Maastricht-West (2 Ri.),2022,38,50.8601418,5.7020102,19438,135,306,4.533333333,122,3.111111111,18854.873,61.61723203,12146.292,61.97087755,196,1.080433599,0,0,0,0,2,2139.730381,0,59,158163.076,0.250640161,0.165781336,48.11960133,2.482961441,300.8329167,2.22161211,23.41312663,3.140331996,0.588831521,8,12
Netherlands,Maastricht,Fietstunnel Scharnerweg onder het spoor van Maastricht-Oost naar Maastricht-West (1 Ri.),2022,38,50.8478775,5.7080979,23950,495,1191,4.812121212,471,3.197979798,46479.084,39.02525945,30174.705,39.75586957,759,1.026289812,0,1,2,2,0,2480.257276,54,39,127282.5731,0.337724227,0.182990927,50.36754967,1.550690924,300.0930208,0.89372556,26.50094944,0.398935836,0.743611825,26,1
USA,Miami,Commodore Trail @ Aviation Ave,2021,50,25.731936,-80.233952,1538,389,983,5.053984576,337,2.956298201,39888.907,40.57874568,22086.647,39.86759386,554,1.061848245,0.003610108,1,0,8,10,2978.592928,153,153,184425.3152,0.234439699,0.089917263,2.464163823,1.023401476,294.5728989,0.206446885,50.6767629,2.506595181,0.608264735,29,5
USA,Miami,West Ave @ Lincoln Road,2021,50,25.791565,-80.142513,6385,858,2534,5.906759907,796,3.265734266,76215.066,30.07697948,40965.822,29.88024945,1371,1.051454853,0.000729395,0,12,1,1,623.820418,1,220,87973.00225,0.299905772,0.28486859,12.02097902,5.067564757,296.9393939,0.776897069,24.70584354,30.62492043,0.792393673,6,5
USA,Minneapolis,Central Ave,2021,38,45.014335,-93.247347,142,306,922,6.026143791,277,3.179738562,49746.067,53.95451952,25220.993,54.00640899,467,1.043552384,0,2,9,8,1,625.3221519,112,126,106418.5384,0.341300871,0.195732745,259.5958702,1.796123504,290.3173974,1.013308263,20.23958614,9.87488978,0.664732356,0,7
USA,Minneapolis,Park Ave Northbound,2021,38,44.952765,-93.265124,1315,480,1263,5.2625,418,3.045833333,59532.319,47.1356445,33018.905,47.03547721,702,1.095134469,0.004750594,1,7,1,0,87.92375161,112,122,133405.8395,0.299348493,0.149661918,262.7248521,2.612787875,290.6073872,0.394382503,45.78984543,38.83483386,0.673108732,1,8
USA,Minneapolis,Franklin Tower,2021,38,44.962704,-93.224738,6081,403,1233,6.1191067,385,3.401985112,54012.541,43.80579157,28418.504,43.51991424,653,1.026619323,0.00162206,1,2,1,0,2146.853125,30,113,32775.74983,0.370046104,0.307102461,238.3641791,12.95382962,287.2886489,0.986699732,13.89244249,31.8578345,0.773234078,20,4
USA,Minneapolis,West River Greenway,2021,38,44.94476,-93.20328,6873,339,1022,6.029498525,315,3.289085546,51732.221,50.61861155,26526.364,50.33465655,527,1.034119764,0.003913894,1,0,0,0,1521.208454,103,107,38952.00751,0.329456116,0.279695852,233.6854599,14.44365485,286.9996754,1.439882069,7.529456097,12.4856291,0.749867478,5,2
USA,New York,Manhattan Bridge Ped Path,2022,33,40.714573,-73.99495,1670,1301,3996,6.142966949,1244,3.568024596,112180.632,28.07323123,64208.472,28.62615782,2243,1.014120328,0.000500501,20,13,68,13,2263.233445,63,167,190093.3852,0.072329149,0.100263147,20.05027933,4.331608837,278.7552724,0.492292744,267.2426147,195.0412898,0.553599602,19,27
USA,New York,111th St at 50th Ave,2022,33,40.74563,-73.8525,2093,245,571,4.66122449,213,2.902040816,34321.372,60.10748161,21605.03,65.66878419,329,1.101656517,0.007005254,0,0,0,1,0,83,204,94011.89897,0.251084448,0.203351789,10.98076923,3.785769111,283.105501,0.816923686,73.2565155,96.90191787,0.731957609,6,8
USA,New York,Staten Island Ferry,2022,33,40.643387,-74.072075,3975,247,608,4.923076923,210,3.020242915,26382.545,43.39234375,15939.016,44.15239889,361,1.0749939,0.006578947,3,0,1,1,1000.561348,237,0,76691.25448,-0.08722891,0.173299205,1.725,2.680057524,280.8177297,0.556503564,3.793403889,5.896458858,0.763692945,2,0
USA,New York,Columbus Ave at 86th St.,2022,33,40.7877,-73.97505,12279,633,1987,6.278041074,621,3.826224329,77449.585,38.97815048,45150.161,39.15885603,1153,1.002135638,0,15,13,37,4,0,200,55,211756.1802,0.125844951,0.112743051,41.51790634,6.854777267,285.4304688,0.472065394,353.5265247,201.6138336,0.663179323,0,20
USA,New York,Amsterdam Ave at 86th St.,2022,33,40.7877,-73.97505,14440,633,1987,6.278041074,621,3.826224329,77449.585,38.97815048,45150.161,39.15885603,1153,1.002135638,0,15,13,37,4,0,200,55,211756.1802,0.125844951,0.112743051,41.51790634,6.854777267,285.4304688,0.472065394,353.5265247,201.6138336,0.663179323,0,20
USA,New York,Prospect Park West,2022,33,40.671288,-73.971382,22175,632,1902,6.018987342,616,3.563291139,71778.195,37.73827287,40865.739,37.94404735,1077,1.025078004,0.001051525,5,2,0,0,2481.009301,232,168,103277.1313,0.317663248,0.206128371,48.72328767,4.203407637,278.4230937,0.862145892,110.0698242,116.0496558,0.809471491,16,7
USA,New York,Pulaski Bridge,2022,33,40.742563,-73.951492,22610,273,620,4.542124542,221,2.919413919,33108.192,53.40030968,20912.96,55.91700535,374,1.052258579,0.001612903,24,8,23,4,1585.109166,232,12,130277.0351,0.090193132,0.098658692,7.130555556,3.95911883,278.0207903,0.487958589,44.4640247,56.34236411,0.480762055,39,15
USA,New York,Kent Ave btw North 8th St and North 9th St,2022,33,40.720959,-73.96093,31663,608,1880,6.184210526,583,3.651315789,61945.637,32.94980691,35318.129,33.0075972,1070,1.02819878,0,18,2,19,5,0,176,11,197095.0321,0.111948286,0.149486171,6.554945055,4.944166587,276.1127078,0.778424078,46.31804829,44.10572124,0.662333594,5,10
USA,New York,Brooklyn Bridge Bicycle Path (Roadway),2022,33,40.712656,-74.004464,31888,1251,3645,5.827338129,1163,3.447641886,103621.54,28.42840604,61025.035,29.46645823,2071,1.021604491,0.001097394,44,12,6,2,1220.027289,230,0,178571.6493,0.177988329,0.175478943,26.43333333,19.21865413,279.8693065,0.477892701,92.00866699,132.8525266,0.629113123,25,7
USA,New York,8th Ave at 50th St.,2022,33,40.762348,-73.98612,34214,629,1825,5.802861685,601,3.631160572,67210.73,36.82779726,40778.435,37.44576217,1089,1.002546407,0,20,7,74,4,0,205,180,271424.3046,0.083332314,0.076692248,33.15235457,8.91396559,280.0242102,0.384948414,271.0139465,158.1246655,0.518722462,0,14
USA,New York,Manhattan Bridge Display Bike Counter,2022,33,40.7156,-73.99475,44646,1341,4137,6.170022371,1286,3.608501119,113150.94,27.35096447,64783.627,27.68531068,2340,1.012043746,0.000483442,16,10,76,12,1860.302545,123,141,191012.7788,0.088421676,0.120396812,20.33426184,4.0435955,278.9064212,0.342827737,277.8989415,219.2027505,0.601037834,17,19
USA,New York,Manhattan Bridge Bike Comprehensive,2022,33,40.7156,-73.99475,44646,1341,4137,6.170022371,1286,3.608501119,113150.94,27.35096447,64783.627,27.68531068,2340,1.012043746,0.000483442,16,10,76,12,1860.302545,123,141,191012.7788,0.088421676,0.120396812,20.33426184,4.0435955,278.9064212,0.342827737,277.8989415,219.2027505,0.601037834,17,19
USA,New York,Ed Koch Queensboro Bridge Shared Path,2022,33,40.75101,-73.94045,48433,599,1682,5.616026711,558,3.485809683,66462.69,39.51408442,39845.292,40.32924291,988,1.101433411,0.001189061,15,11,14,3,887.2194527,0,0,215063.4859,0.097929295,0.086522984,9.621546961,3.20270601,277.7404346,0.389261329,24.76824211,46.25349187,0.517722332,20,16
USA,New York,Williamsburg Bridge Bike Path,2022,33,40.71053,-73.96145,55711,1026,3123,6.087719298,989,3.678362573,98453.347,31.5252472,58049.043,31.89507857,1820,1.045570715,0,15,10,31,6,1291.186206,232,4,150418.9125,0.110223761,0.110287292,16.88022284,3.476883302,276.7318803,0.629033291,214.6066284,215.7003678,0.575337602,15,22
Netherlands,Nijmegen,"Oude Molenweg, weg gemengd verkeer",2019,36,51.817134,5.852731,8979,465,1164,5.006451613,441,3.240860215,46559.728,39.99976632,28439.931,39.77612727,715,1.031975188,0.001718213,0,0,2,0,1013.780525,92,92,103231.2231,0.37032536,0.137392919,24.14576271,1.156752033,301.6338453,0.956001191,24.7611943,5.000413021,0.883005411,22,10
Netherlands,Nijmegen,"Brug De Oversteek fietspad, van Industrieplein naar Graaf Allardsingel, Nijmegen",2019,36,51.85876,5.84155,10743,75,203,5.413333333,70,3.026666667,10091.535,49.71199507,5145.84,49.008,105,1.039845489,0,0,0,0,0,737.4433223,50,74,0,-0.127970034,0.313493758,6.420338983,1.229410726,294.2149766,1.563918773,7.256959395,1.367127506,0.685308588,0,0
Netherlands,Nijmegen,"Goffertpark fietspad, van Heideparkseweg naar Busserweg, Nijmegen",2019,36,51.82281,5.83165,11752,317,795,5.015772871,304,3.293375394,39968.545,50.27489937,23439.76,48.13092402,487,1.045582023,0,0,0,0,0,1678.805036,90,88,19314.99695,0.6766608,0.10265556,24.77210884,4.310930299,297.1576365,0.732519366,8.256169434,1.303971247,0.640666338,0,0
Netherlands,Nijmegen,"D'Almarasweg spoorwegovergang, van Spoor naar Parkzoom, Nijmegen",2019,36,51.81917,5.87663,16127,237,646,5.451476793,219,3.109704641,37019.14,57.30517028,19483.233,56.30992197,346,1.04540799,0.00619195,1,0,0,0,1026.484164,74,88,20795.68519,0.421846083,0.180130805,32.63973064,2.66189673,301.6620233,2.308212649,12.91700928,2.118977115,0.878882953,4,0
Netherlands,Nijmegen,"Bosweg, fietspad",2019,36,51.808378,5.857253,17615,230,599,5.208695652,217,3.213043478,35393.146,59.08705509,20039.122,58.59392398,342,1.016830592,0,0,0,0,0,1957.804883,0,83,5314.70582,0.725839994,0.086122363,28.08191126,2.344141,295.7207696,0.286425032,4.423789368,1.928112119,0.565363426,1,0
